date,category,sales,transactions,avg_basket_size,day_of_week,month
2025-07-29,HomeDecor,17284.69,18,1686.42,1,7
2025-07-30,Electronics,47425.1,51,2226.42,2,7
2025-07-30,Clothing,26888.26,26,682.93,2,7
2025-07-30,Groceries,24524.15,20,1498.65,2,7
2025-07-30,Footwear,18248.76,18,1333.55,2,7
2025-07-30,HomeDecor,12925.8,11,2105.55,2,7
2025-07-31,Electronics,49167.8,43,2463.55,3,7
2025-07-31,Clothing,35728.25,33,2433.17,3,7
2025-07-31,Groceries,21503.58,24,1554.35,3,7
2025-07-31,Footwear,21125.94,19,1230.79,3,7
2025-07-31,HomeDecor,14024.04,16,2260.96,3,7
2025-08-01,Electronics,51369.52,50,789.45,4,8
2025-08-01,Clothing,33867.38,32,629.16,4,8
2025-08-01,Groceries,27408.03,31,1378.96,4,8
2025-08-01,Footwear,24116.45,21,2442.92,4,8
2025-08-01,HomeDecor,16504.29,19,1492.03,4,8
2025-08-02,Electronics,74871.63,80,1243.27,5,8
2025-08-02,Clothing,48355.84,41,1355.22,5,8
2025-08-02,Groceries,39532.26,47,2218.35,5,8
2025-08-02,Footwear,29459.49,25,2232.75,5,8
2025-08-02,HomeDecor,22898.45,23,2412.87,5,8
2025-08-03,Electronics,78406.8,70,1965.56,6,8
2025-08-03,Clothing,51034.46,42,1527.1,6,8
2025-08-03,Groceries,36540.9,33,668.21,6,8
2025-08-03,Footwear,32721.84,39,1046.06,6,8
2025-08-03,HomeDecor,26125.87,22,2349.77,6,8
2025-08-04,Electronics,44985.21,49,2018.86,0,8
2025-08-04,Clothing,37956.1,37,2458.84,0,8
2025-08-04,Groceries,28012.13,23,1804.12,0,8
2025-08-04,Footwear,25369.44,29,1442.99,0,8
2025-08-04,HomeDecor,16626.13,14,1168.99,0,8
2025-08-05,Electronics,44253.64,54,687.38,1,8
2025-08-05,Clothing,30140.85,36,1157.4,1,8
2025-08-05,Groceries,30144.25,30,1418.3,1,8
2025-08-05,Footwear,24623.33,26,1609.22,1,8
2025-08-05,HomeDecor,16372.23,15,1895.42,1,8
2025-08-06,Electronics,57448.4,64,922.97,2,8
2025-08-06,Clothing,30018.53,35,1758.03,2,8
2025-08-06,Groceries,29801.76,29,1777.45,2,8
2025-08-06,Footwear,21093.56,22,1545.57,2,8
2025-08-06,HomeDecor,16826.7,15,871.92,2,8
2025-08-07,Electronics,54255.95,52,1812.02,3,8
2025-08-07,Clothing,32902.51,31,1085.12,3,8
2025-08-07,Groceries,28846.33,35,2307.93,3,8
2025-08-07,Footwear,26415.1,25,2312.3,3,8
2025-08-07,HomeDecor,16961.59,14,1638.54,3,8
2025-08-08,Electronics,58512.74,69,1439.29,4,8
2025-08-08,Clothing,31933.06,32,2476.54,4,8
2025-08-08,Groceries,31589.41,33,1813.98,4,8
2025-08-08,Footwear,27459.76,27,1911.6,4,8
2025-08-08,HomeDecor,13551.04,13,2206.08,4,8
2025-08-09,Electronics,67090.63,74,2498.81,5,8
2025-08-09,Clothing,51404.57,49,802.64,5,8
2025-08-09,Groceries,39677.67,39,1686.65,5,8
2025-08-09,Footwear,33602.51,30,1162.16,5,8
2025-08-09,HomeDecor,22832.32,19,1160.94,5,8
2025-08-10,Electronics,73531.24,64,1352.03,6,8
2025-08-10,Clothing,47843.41,59,1675.27,6,8
2025-08-10,Groceries,45229.52,39,2078.79,6,8
2025-08-10,Footwear,33224.32,40,2330.17,6,8
2025-08-10,HomeDecor,25120.37,21,1543.78,6,8
2025-08-11,Electronics,51775.86,54,2073.91,0,8
2025-08-11,Clothing,34244.62,37,1753.42,0,8
2025-08-11,Groceries,28702.33,29,1016.11,0,8
2025-08-11,Footwear,24946.69,27,1779.69,0,8
2025-08-11,HomeDecor,17242.23,15,2035.6,0,8
2025-08-12,Electronics,55564.78,46,1852.44,1,8
2025-08-12,Clothing,43471.44,49,1793.67,1,8
2025-08-12,Groceries,32613.37,29,1828.05,1,8
2025-08-12,Footwear,23217.54,24,2098.36,1,8
2025-08-12,HomeDecor,20162.19,24,1701.19,1,8
2025-08-13,Electronics,51796.39,44,849.68,2,8
2025-08-13,Clothing,28662.75,30,1220.77,2,8
2025-08-13,Groceries,26975.74,26,933.72,2,8
2025-08-13,Footwear,19510.1,22,2094.37,2,8
2025-08-13,HomeDecor,17367.28,17,1608.62,2,8
2025-08-14,Electronics,54099.46,57,2177.9,3,8
2025-08-14,Clothing,42035.17,45,2336.69,3,8
2025-08-14,Groceries,30980.78,29,2438.03,3,8
2025-08-14,Footwear,23474.16,24,2018.46,3,8
2025-08-14,HomeDecor,19492.93,20,2128.04,3,8
2025-08-15,Electronics,42059.87,40,2429.5,4,8
2025-08-15,Clothing,36848.21,42,2032.89,4,8
2025-08-15,Groceries,32312.6,35,2234.27,4,8
2025-08-15,Footwear,20451.39,17,1881.37,4,8
2025-08-15,HomeDecor,20058.76,19,2437.81,4,8
2025-08-16,Electronics,75367.64,69,1294.97,5,8
2025-08-16,Clothing,46581.7,46,626.45,5,8
2025-08-16,Groceries,43062.77,40,834.82,5,8
2025-08-16,Footwear,39757.04,40,1878.37,5,8
2025-08-16,HomeDecor,24741.93,21,1098.11,5,8
2025-08-17,Electronics,74709.53,75,2162.59,6,8
2025-08-17,Clothing,46367.51,46,805.86,6,8
2025-08-17,Groceries,37058.13,40,1495.81,6,8
2025-08-17,Footwear,35090.29,31,2280.05,6,8
2025-08-17,HomeDecor,22219.72,20,1223.21,6,8
2025-08-18,Electronics,54386.46,48,1020.6,0,8
2025-08-18,Clothing,34280.43,41,1807.27,0,8
2025-08-18,Groceries,31436.94,30,2327.84,0,8
2025-08-18,Footwear,24800.79,25,1833.55,0,8
2025-08-18,HomeDecor,19867.57,23,865.58,0,8
2025-08-19,Electronics,51245.91,62,1178.29,1,8
2025-08-19,Clothing,35028.45,33,820.63,1,8
2025-08-19,Groceries,27063.71,29,2285.79,1,8
2025-08-19,Footwear,22933.7,26,1338.43,1,8
2025-08-19,HomeDecor,18679.14,18,1873.92,1,8
2025-08-20,Electronics,58087.74,49,1923.32,2,8
2025-08-20,Clothing,32680.2,30,1396.34,2,8
2025-08-20,Groceries,32608.82,27,1980.54,2,8
2025-08-20,Footwear,27253.53,26,1844.35,2,8
2025-08-20,HomeDecor,18744.18,17,1769.74,2,8
2025-08-21,Electronics,64134.7,68,662.16,3,8
2025-08-21,Clothing,33214.36,33,1012.81,3,8
2025-08-21,Groceries,26266.04,25,2406.05,3,8
2025-08-21,Footwear,19731.07,20,788.77,3,8
2025-08-21,HomeDecor,20692.88,17,1297.94,3,8
2025-08-22,Electronics,57533.57,50,1281.48,4,8
2025-08-22,Clothing,35799.9,35,1124.17,4,8
2025-08-22,Groceries,30839.91,35,2403.12,4,8
2025-08-22,Footwear,21298.83,20,774.18,4,8
2025-08-22,HomeDecor,22402.35,24,1819.24,4,8
2025-08-23,Electronics,73842.02,66,2445.08,5,8
2025-08-23,Clothing,49131.66,59,2094.91,5,8
2025-08-23,Groceries,43439.35,47,2478.76,5,8
2025-08-23,Footwear,33958.47,31,989.89,5,8
2025-08-23,HomeDecor,24844.04,20,1652.99,5,8
2025-08-24,Electronics,67137.44,61,1010.31,6,8
2025-08-24,Clothing,50891.34,55,1224.26,6,8
2025-08-24,Groceries,48122.2,54,2098.42,6,8
2025-08-24,Footwear,36759.16,33,605.39,6,8
2025-08-24,HomeDecor,28171.44,32,2476.3,6,8
2025-08-25,Electronics,51239.44,47,1076.24,0,8
2025-08-25,Clothing,32437.42,36,808.86,0,8
2025-08-25,Groceries,29622.64,36,850.43,0,8
2025-08-25,Footwear,24133.74,24,2100.97,0,8
2025-08-25,HomeDecor,19969.54,21,1718.82,0,8
2025-08-26,Electronics,44860.69,55,931.07,1,8
2025-08-26,Clothing,41506.38,50,840.84,1,8
2025-08-26,Groceries,29525.98,29,1599.56,1,8
2025-08-26,Footwear,22975.49,19,720.76,1,8
2025-08-26,HomeDecor,16178.21,15,2078.23,1,8
2025-08-27,Electronics,45063.77,42,1727.97,2,8
2025-08-27,Clothing,38963.41,37,1557.29,2,8
2025-08-27,Groceries,30219.95,27,682.39,2,8
2025-08-27,Footwear,20904.09,18,1590.76,2,8
2025-08-27,HomeDecor,15668.86,15,1822.35,2,8
2025-08-28,Electronics,52186.76,64,715.57,3,8
2025-08-28,Clothing,42008.48,40,2209.87,3,8
2025-08-28,Groceries,29221.23,28,1903.59,3,8
2025-08-28,Footwear,20392.46,19,1953.56,3,8
2025-08-28,HomeDecor,17557.66,17,739.63,3,8
2025-08-29,Electronics,52527.29,62,1212.01,4,8
2025-08-29,Clothing,26291.21,30,724.8,4,8
2025-08-29,Groceries,29837.12,31,1786.2,4,8
2025-08-29,Footwear,23445.76,21,1641.88,4,8
2025-08-29,HomeDecor,19253.17,19,1323.72,4,8
2025-08-30,Electronics,86378.89,78,1608.06,5,8
2025-08-30,Clothing,54075.11,52,1560.55,5,8
2025-08-30,Groceries,39411.0,38,788.44,5,8
2025-08-30,Footwear,28814.86,24,817.39,5,8
2025-08-30,HomeDecor,30553.26,26,1836.74,5,8
2025-08-31,Electronics,73331.7,61,1647.54,6,8
2025-08-31,Clothing,48667.7,53,1417.13,6,8
2025-08-31,Groceries,40402.29,44,1386.25,6,8
2025-08-31,Footwear,33041.79,32,1357.59,6,8
2025-08-31,HomeDecor,23949.2,20,780.66,6,8
2025-09-01,Electronics,50902.23,50,1193.79,0,9
2025-09-01,Clothing,34031.31,36,1311.17,0,9
2025-09-01,Groceries,29901.74,34,1904.96,0,9
2025-09-01,Footwear,22695.78,21,727.55,0,9
2025-09-01,HomeDecor,16716.88,19,777.14,0,9
2025-09-02,Electronics,54574.72,64,2014.72,1,9
2025-09-02,Clothing,35082.08,35,2142.36,1,9
2025-09-02,Groceries,34511.98,31,713.96,1,9
2025-09-02,Footwear,17637.67,16,1667.2,1,9
2025-09-02,HomeDecor,19964.71,17,832.24,1,9
2025-09-03,Electronics,60728.86,61,2259.85,2,9
2025-09-03,Clothing,28535.8,24,1403.58,2,9
2025-09-03,Groceries,28971.94,24,697.75,2,9
2025-09-03,Footwear,23108.54,24,1740.78,2,9
2025-09-03,HomeDecor,15466.48,15,796.84,2,9
2025-09-04,Electronics,49799.79,47,1004.2,3,9
2025-09-04,Clothing,32001.93,28,1516.16,3,9
2025-09-04,Groceries,35256.81,41,1265.22,3,9
2025-09-04,Footwear,26245.63,24,1298.37,3,9
2025-09-04,HomeDecor,20288.8,17,1129.28,3,9
2025-09-05,Electronics,57897.03,63,2133.72,4,9
2025-09-05,Clothing,31935.41,29,2451.64,4,9
2025-09-05,Groceries,28426.44,25,1765.79,4,9
2025-09-05,Footwear,25174.5,22,1657.81,4,9
2025-09-05,HomeDecor,15800.17,14,2365.26,4,9
2025-09-06,Electronics,78097.76,67,1108.15,5,9
2025-09-06,Clothing,47432.02,53,1119.21,5,9
2025-09-06,Groceries,38981.98,32,1187.07,5,9
2025-09-06,Footwear,34703.51,35,1266.94,5,9
2025-09-06,HomeDecor,25379.56,28,2252.74,5,9
2025-09-07,Electronics,70268.56,64,1848.95,6,9
2025-09-07,Clothing,54234.34,64,869.56,6,9
2025-09-07,Groceries,36121.69,32,2446.44,6,9
2025-09-07,Footwear,34395.63,40,2017.61,6,9
2025-09-07,HomeDecor,25741.24,28,1314.77,6,9
2025-09-08,Electronics,52328.45,50,1247.7,0,9
2025-09-08,Clothing,37174.08,37,1192.11,0,9
2025-09-08,Groceries,26246.66,27,2075.99,0,9
2025-09-08,Footwear,26217.66,24,1732.83,0,9
2025-09-08,HomeDecor,17667.18,21,895.6,0,9
2025-09-09,Electronics,51177.3,43,1773.89,1,9
2025-09-09,Clothing,39776.43,34,755.0,1,9
2025-09-09,Groceries,27886.97,27,1857.68,1,9
2025-09-09,Footwear,20619.69,19,1753.44,1,9
2025-09-09,HomeDecor,15198.07,15,1119.02,1,9
2025-09-10,Electronics,57272.45,48,1573.46,2,9
2025-09-10,Clothing,31390.45,32,1416.84,2,9
2025-09-10,Groceries,35264.38,37,1888.61,2,9
2025-09-10,Footwear,19003.37,17,1524.6,2,9
2025-09-10,HomeDecor,21053.62,18,1186.0,2,9
2025-09-11,Electronics,55139.49,60,1351.0,3,9
2025-09-11,Clothing,35651.83,32,704.09,3,9
2025-09-11,Groceries,28365.24,31,1172.7,3,9
2025-09-11,Footwear,24957.93,27,2057.96,3,9
2025-09-11,HomeDecor,17932.26,15,1085.49,3,9
2025-09-12,Electronics,59957.83,62,827.97,4,9
2025-09-12,Clothing,36411.22,34,2019.33,4,9
2025-09-12,Groceries,30450.91,34,845.45,4,9
2025-09-12,Footwear,23127.33,21,1936.98,4,9
2025-09-12,HomeDecor,17897.5,16,1661.57,4,9
2025-09-13,Electronics,75143.87,65,2131.78,5,9
2025-09-13,Clothing,40288.58,48,1354.44,5,9
2025-09-13,Groceries,35039.85,29,680.37,5,9
2025-09-13,Footwear,34808.18,43,1473.53,5,9
2025-09-13,HomeDecor,24715.2,29,2238.01,5,9
2025-09-14,Electronics,71558.76,65,1415.64,6,9
2025-09-14,Clothing,48689.59,48,1948.05,6,9
2025-09-14,Groceries,41907.71,41,1150.08,6,9
2025-09-14,Footwear,30651.18,30,639.63,6,9
2025-09-14,HomeDecor,22408.72,23,926.56,6,9
2025-09-15,Electronics,55057.56,49,1474.18,0,9
2025-09-15,Clothing,32477.86,28,2347.56,0,9
2025-09-15,Groceries,31224.76,36,1429.75,0,9
2025-09-15,Footwear,19913.8,23,1062.3,0,9
2025-09-15,HomeDecor,19852.48,18,1360.85,0,9
2025-09-16,Electronics,56552.03,67,1351.96,1,9
2025-09-16,Clothing,36921.71,38,2017.03,1,9
2025-09-16,Groceries,32948.07,36,1232.83,1,9
2025-09-16,Footwear,27997.14,31,745.12,1,9
2025-09-16,HomeDecor,19825.87,17,816.65,1,9
2025-09-17,Electronics,44059.28,41,968.42,2,9
2025-09-17,Clothing,31393.52,26,1263.81,2,9
2025-09-17,Groceries,28125.54,23,2420.62,2,9
2025-09-17,Footwear,24062.62,21,2148.57,2,9
2025-09-17,HomeDecor,18931.79,20,795.33,2,9
2025-09-18,Electronics,50080.98,53,974.82,3,9
2025-09-18,Clothing,36672.36,33,890.45,3,9
2025-09-18,Groceries,27733.85,23,1845.47,3,9
2025-09-18,Footwear,22532.36,25,2407.46,3,9
2025-09-18,HomeDecor,15468.01,13,1538.82,3,9
2025-09-19,Electronics,49014.54,41,1671.1,4,9
2025-09-19,Clothing,31133.94,28,1452.92,4,9
2025-09-19,Groceries,27072.38,24,1821.68,4,9
2025-09-19,Footwear,26528.74,23,1214.1,4,9
2025-09-19,HomeDecor,16291.08,14,1200.66,4,9
2025-09-20,Electronics,92090.07,89,729.74,5,9
2025-09-20,Clothing,50997.52,49,1799.63,5,9
2025-09-20,Groceries,41248.59,43,1723.7,5,9
2025-09-20,Footwear,29618.92,30,1563.94,5,9
2025-09-20,HomeDecor,26001.75,27,1477.31,5,9
2025-09-21,Electronics,68703.6,83,708.09,6,9
2025-09-21,Clothing,49192.97,52,745.79,6,9
2025-09-21,Groceries,50868.34,60,1768.52,6,9
2025-09-21,Footwear,32088.77,30,1330.52,6,9
2025-09-21,HomeDecor,27092.73,24,1653.2,6,9
2025-09-22,Electronics,50202.85,42,2302.17,0,9
2025-09-22,Clothing,35874.04,34,2327.19,0,9
2025-09-22,Groceries,35312.4,32,1838.49,0,9
2025-09-22,Footwear,22495.28,23,1749.51,0,9
2025-09-22,HomeDecor,21262.41,20,886.64,0,9
2025-09-23,Electronics,57821.86,69,1455.99,1,9
2025-09-23,Clothing,33975.12,34,2466.53,1,9
2025-09-23,Groceries,31897.22,37,1558.64,1,9
2025-09-23,Footwear,26334.13,29,674.37,1,9
2025-09-23,HomeDecor,19119.26,16,1431.74,1,9
2025-09-24,Electronics,45520.79,44,1595.73,2,9
2025-09-24,Clothing,33382.31,30,901.62,2,9
2025-09-24,Groceries,29257.44,29,2344.08,2,9
2025-09-24,Footwear,23821.36,23,1376.66,2,9
2025-09-24,HomeDecor,19117.21,19,1889.91,2,9
2025-09-25,Electronics,54959.59,66,2099.53,3,9
2025-09-25,Clothing,31192.76,27,1235.83,3,9
2025-09-25,Groceries,31140.59,32,779.56,3,9
2025-09-25,Footwear,25465.41,22,1334.47,3,9
2025-09-25,HomeDecor,19007.62,20,1975.09,3,9
2025-09-26,Electronics,59836.22,52,2432.38,4,9
2025-09-26,Clothing,39002.12,35,2259.23,4,9
2025-09-26,Groceries,31377.54,32,754.85,4,9
2025-09-26,Footwear,23831.6,20,868.71,4,9
2025-09-26,HomeDecor,15010.27,15,1189.44,4,9
2025-09-27,Electronics,76031.92,66,1927.11,5,9
2025-09-27,Clothing,49609.36,49,845.01,5,9
2025-09-27,Groceries,41599.89,35,2382.2,5,9
2025-09-27,Footwear,28263.33,29,1661.95,5,9
2025-09-27,HomeDecor,21673.03,19,2104.16,5,9
2025-09-28,Electronics,80577.48,93,1873.22,6,9
2025-09-28,Clothing,48407.76,41,2494.61,6,9
2025-09-28,Groceries,43260.08,40,777.56,6,9
2025-09-28,Footwear,32491.75,28,1404.47,6,9
2025-09-28,HomeDecor,24372.31,24,634.64,6,9
2025-09-29,Electronics,59066.73,61,942.5,0,9
2025-09-29,Clothing,34142.24,37,1249.29,0,9
2025-09-29,Groceries,30288.36,25,1523.91,0,9
2025-09-29,Footwear,22890.54,25,2499.96,0,9
2025-09-29,HomeDecor,17217.91,19,746.61,0,9
2025-09-30,Electronics,52330.47,61,1564.61,1,9
2025-09-30,Clothing,36799.68,34,2186.73,1,9
2025-09-30,Groceries,28563.75,26,671.72,1,9
2025-09-30,Footwear,27013.81,27,2265.15,1,9
2025-09-30,HomeDecor,16389.71,14,848.99,1,9
2025-10-01,Electronics,66238.62,66,893.08,2,10
2025-10-01,Clothing,43021.21,48,2179.56,2,10
2025-10-01,Groceries,42926.17,35,1787.01,2,10
2025-10-01,Footwear,30589.66,34,1970.25,2,10
2025-10-01,HomeDecor,24821.65,30,1380.63,2,10
2025-10-02,Electronics,57472.47,50,1967.21,3,10
2025-10-02,Clothing,46201.73,44,1760.13,3,10
2025-10-02,Groceries,40836.12,34,2022.22,3,10
2025-10-02,Footwear,30246.85,29,1044.61,3,10
2025-10-02,HomeDecor,24897.33,27,1187.99,3,10
2025-10-03,Electronics,64008.3,61,2317.55,4,10
2025-10-03,Clothing,51342.06,57,1298.9,4,10
2025-10-03,Groceries,46120.87,42,2470.44,4,10
2025-10-03,Footwear,28911.48,27,2061.93,4,10
2025-10-03,HomeDecor,21497.62,17,1325.56,4,10
2025-10-04,Electronics,104368.97,97,1395.46,5,10
2025-10-04,Clothing,70345.9,79,2152.09,5,10
2025-10-04,Groceries,47978.02,43,862.96,5,10
2025-10-04,Footwear,38798.24,41,699.14,5,10
2025-10-04,HomeDecor,29519.08,28,2260.82,5,10
2025-10-05,Electronics,78873.69,72,2375.16,6,10
2025-10-05,Clothing,55169.19,47,2207.2,6,10
2025-10-05,Groceries,45541.54,52,1141.62,6,10
2025-10-05,Footwear,37390.42,31,904.59,6,10
2025-10-05,HomeDecor,30269.64,29,2320.08,6,10
2025-10-06,Electronics,69080.95,78,2178.99,0,10
2025-10-06,Clothing,51977.25,61,2398.19,0,10
2025-10-06,Groceries,33756.17,36,2151.74,0,10
2025-10-06,Footwear,32952.97,33,2367.9,0,10
2025-10-06,HomeDecor,22018.53,21,701.19,0,10
2025-10-07,Electronics,67166.12,63,1310.53,1,10
2025-10-07,Clothing,48036.69,48,2489.6,1,10
2025-10-07,Groceries,33289.79,33,1026.62,1,10
2025-10-07,Footwear,31147.23,32,2368.57,1,10
2025-10-07,HomeDecor,22874.52,19,1834.93,1,10
2025-10-08,Electronics,70824.05,81,861.44,2,10
2025-10-08,Clothing,46301.26,48,2343.05,2,10
2025-10-08,Groceries,46707.38,44,1922.54,2,10
2025-10-08,Footwear,28086.78,32,2041.8,2,10
2025-10-08,HomeDecor,21305.26,20,1452.34,2,10
2025-10-09,Electronics,63293.8,78,2321.13,3,10
2025-10-09,Clothing,42500.35,52,1086.26,3,10
2025-10-09,Groceries,35109.8,40,1642.73,3,10
2025-10-09,Footwear,33567.05,28,1756.87,3,10
2025-10-09,HomeDecor,25696.13,25,811.26,3,10
2025-10-10,Electronics,63647.46,67,1051.52,4,10
2025-10-10,Clothing,41254.4,47,690.72,4,10
2025-10-10,Groceries,39267.81,38,1814.01,4,10
2025-10-10,Footwear,28343.33,25,1468.52,4,10
2025-10-10,HomeDecor,23924.1,27,2189.71,4,10
2025-10-11,Electronics,92974.14,88,1733.8,5,10
2025-10-11,Clothing,51541.85,63,1800.71,5,10
2025-10-11,Groceries,58459.25,53,1059.68,5,10
2025-10-11,Footwear,47773.3,54,1153.42,5,10
2025-10-11,HomeDecor,28513.65,35,1768.14,5,10
2025-10-12,Electronics,87592.07,94,1684.26,6,10
2025-10-12,Clothing,62486.63,69,1862.31,6,10
2025-10-12,Groceries,52318.19,62,1594.62,6,10
2025-10-12,Footwear,43167.1,43,728.59,6,10
2025-10-12,HomeDecor,36481.0,34,1633.76,6,10
2025-10-13,Electronics,66305.61,62,1652.89,0,10
2025-10-13,Clothing,41407.66,41,2259.33,0,10
2025-10-13,Groceries,32327.55,39,1807.77,0,10
2025-10-13,Footwear,27807.21,28,1081.94,0,10
2025-10-13,HomeDecor,22425.46,27,1278.48,0,10
2025-10-14,Electronics,79613.27,95,1255.12,1,10
2025-10-14,Clothing,42670.75,36,1848.5,1,10
2025-10-14,Groceries,38339.2,44,2065.85,1,10
2025-10-14,Footwear,29950.73,25,2037.69,1,10
2025-10-14,HomeDecor,25173.88,29,684.24,1,10
2025-10-15,Electronics,84556.79,78,1243.24,2,10
2025-10-15,Clothing,42611.09,37,932.67,2,10
2025-10-15,Groceries,35664.6,29,1900.9,2,10
2025-10-15,Footwear,33132.48,28,1509.21,2,10
2025-10-15,HomeDecor,24034.26,26,2141.85,2,10
2025-10-16,Electronics,79965.27,96,1960.49,3,10
2025-10-16,Clothing,47627.68,46,670.27,3,10
2025-10-16,Groceries,36152.65,40,683.23,3,10
2025-10-16,Footwear,31771.96,35,2283.0,3,10
2025-10-16,HomeDecor,24994.58,26,2373.4,3,10
2025-10-17,Electronics,73038.25,68,1356.63,4,10
2025-10-17,Clothing,47282.73,43,1499.46,4,10
2025-10-17,Groceries,41500.03,50,2031.25,4,10
2025-10-17,Footwear,33507.89,37,1143.61,4,10
2025-10-17,HomeDecor,25609.86,21,690.83,4,10
2025-10-18,Electronics,97036.37,85,1230.66,5,10
2025-10-18,Clothing,59734.76,69,2118.75,5,10
2025-10-18,Groceries,51367.74,50,2290.02,5,10
2025-10-18,Footwear,45386.36,38,1435.5,5,10
2025-10-18,HomeDecor,27893.56,27,1244.17,5,10
2025-10-19,Electronics,94484.54,105,1542.79,6,10
2025-10-19,Clothing,58360.47,55,1297.96,6,10
2025-10-19,Groceries,50770.52,47,1106.77,6,10
2025-10-19,Footwear,45677.73,54,1981.45,6,10
2025-10-19,HomeDecor,30955.46,36,1418.15,6,10
2025-10-20,Electronics,67813.45,76,1636.4,0,10
2025-10-20,Clothing,38880.65,40,794.94,0,10
2025-10-20,Groceries,40298.45,41,1855.75,0,10
2025-10-20,Footwear,31936.45,33,1447.24,0,10
2025-10-20,HomeDecor,27367.32,23,1409.62,0,10
2025-10-21,Electronics,65422.5,56,1443.43,1,10
2025-10-21,Clothing,45986.18,44,680.47,1,10
2025-10-21,Groceries,38435.19,39,1768.22,1,10
2025-10-21,Footwear,34732.36,33,1121.66,1,10
2025-10-21,HomeDecor,22285.59,26,742.58,1,10
2025-10-22,Electronics,69383.4,61,1371.8,2,10
2025-10-22,Clothing,47735.53,44,2122.08,2,10
2025-10-22,Groceries,38199.78,33,903.97,2,10
2025-10-22,Footwear,28660.7,35,871.28,2,10
2025-10-22,HomeDecor,22936.7,20,1888.37,2,10
2025-10-23,Electronics,74747.01,72,666.12,3,10
2025-10-23,Clothing,40380.68,48,1048.39,3,10
2025-10-23,Groceries,37998.64,33,1296.02,3,10
2025-10-23,Footwear,27899.64,28,2403.99,3,10
2025-10-23,HomeDecor,25188.85,30,1749.68,3,10
2025-10-24,Electronics,57218.49,49,1454.85,4,10
2025-10-24,Clothing,42484.85,42,1306.83,4,10
2025-10-24,Groceries,38914.54,32,746.08,4,10
2025-10-24,Footwear,34696.57,39,1605.97,4,10
2025-10-24,HomeDecor,22352.06,22,1197.33,4,10
2025-10-25,Electronics,86065.74,91,1074.26,5,10
2025-10-25,Clothing,72178.03,84,649.24,5,10
2025-10-25,Groceries,43294.43,48,1548.18,5,10
2025-10-25,Footwear,31594.84,31,2335.73,5,10
2025-10-25,HomeDecor,31711.54,36,1097.38,5,10
2025-10-26,Electronics,86550.03,92,1937.67,6,10
2025-10-26,Clothing,54546.01,60,2493.09,6,10
2025-10-26,Groceries,54211.05,57,1918.56,6,10
2025-10-26,Footwear,41487.39,39,980.34,6,10
2025-10-26,HomeDecor,28661.61,32,2220.37,6,10
2025-10-27,Electronics,58857.95,57,928.05,0,10
2025-10-27,Clothing,48926.06,41,1445.71,0,10
2025-10-27,Groceries,39938.25,47,2139.98,0,10
2025-10-27,Footwear,29702.47,30,1868.9,0,10
2025-10-27,HomeDecor,26654.93,22,723.38,0,10
2025-10-28,Electronics,60276.93,55,1151.69,1,10
2025-10-28,Clothing,38135.14,40,2217.59,1,10
2025-10-28,Groceries,34905.34,29,1948.17,1,10
2025-10-28,Footwear,29863.24,25,1811.63,1,10
2025-10-28,HomeDecor,23047.51,23,1566.64,1,10
2025-10-29,Electronics,65871.66,76,2471.75,2,10
2025-10-29,Clothing,46584.25,53,1049.8,2,10
2025-10-29,Groceries,32806.73,31,649.94,2,10
2025-10-29,Footwear,34331.29,31,1687.33,2,10
2025-10-29,HomeDecor,22315.16,21,2126.96,2,10
2025-10-30,Electronics,75041.75,69,846.57,3,10
2025-10-30,Clothing,46542.26,55,724.92,3,10
2025-10-30,Groceries,39212.82,39,2499.23,3,10
2025-10-30,Footwear,31709.3,27,1509.46,3,10
2025-10-30,HomeDecor,23507.34,23,2061.41,3,10
2025-10-31,Electronics,71838.38,65,740.13,4,10
2025-10-31,Clothing,50981.19,52,1820.44,4,10
2025-10-31,Groceries,38236.95,37,1485.08,4,10
2025-10-31,Footwear,32127.01,30,1254.58,4,10
2025-10-31,HomeDecor,22298.09,18,1647.48,4,10
2025-11-01,Electronics,104248.07,94,945.73,5,11
2025-11-01,Clothing,56640.92,65,1421.97,5,11
2025-11-01,Groceries,59742.26,72,2179.64,5,11
2025-11-01,Footwear,40337.36,37,890.73,5,11
2025-11-01,HomeDecor,26029.02,29,907.74,5,11
2025-11-02,Electronics,92292.35,79,1028.39,6,11
2025-11-02,Clothing,56612.61,53,2300.36,6,11
2025-11-02,Groceries,54880.76,65,1076.15,6,11
2025-11-02,Footwear,37856.87,33,2417.07,6,11
2025-11-02,HomeDecor,29019.72,30,837.82,6,11
2025-11-03,Electronics,54745.6,57,1767.41,0,11
2025-11-03,Clothing,42964.62,50,1554.89,0,11
2025-11-03,Groceries,28410.45,32,1724.44,0,11
2025-11-03,Footwear,25248.29,23,892.97,0,11
2025-11-03,HomeDecor,24210.93,21,1786.51,0,11
2025-11-04,Electronics,72804.15,65,1241.48,1,11
2025-11-04,Clothing,46914.56,43,678.27,1,11
2025-11-04,Groceries,33873.84,41,754.32,1,11
2025-11-04,Footwear,29856.87,26,2064.94,1,11
2025-11-04,HomeDecor,22491.89,24,1837.15,1,11
2025-11-05,Electronics,59681.04,50,1687.06,2,11
2025-11-05,Clothing,51765.29,46,1814.08,2,11
2025-11-05,Groceries,40790.11,38,2289.09,2,11
2025-11-05,Footwear,29337.11,27,1150.38,2,11
