date,category,sales,transactions,avg_basket_size,day_of_week,month,day_name,quarter,week_of_year,day_of_month,year,is_weekend,is_month_end,is_month_start,is_festival_season,is_summer,is_monsoon,month_sin,month_cos,dow_sin,dow_cos,sales_lag_7d,sales_lag_14d,sales_lag_30d,sales_rolling_7d,sales_rolling_30d,is_holiday,is_pre_holiday,is_post_holiday,days_to_next_holiday,holiday_type,holiday_lift_score,temperature,humidity,is_rainy,rain_impact_score,high_humidity,heat_index,temp_category,temp_rolling_3d,humidity_rolling_3d
2025-08-17,Electronics,74709.53,75,2162.59,6,8,Sunday,3,33,17,2025,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,73531.24,78406.8,45333.43,57910.50428571429,55504.227333333336,0,0,0,137,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-18,Electronics,54386.46,48,1020.6,0,8,Monday,3,34,18,2025,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.0,1.0,51775.86,44985.21,63083.2,58283.44714285714,55214.336,0,0,0,136,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-19,Electronics,51245.91,62,1178.29,1,8,Tuesday,3,34,19,2025,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,55564.78,44253.64,64818.26,57666.46571428572,54761.924333333336,0,0,0,135,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-20,Electronics,58087.74,49,1923.32,2,8,Wednesday,3,34,20,2025,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,51796.39,57448.4,44717.94,58565.229999999996,55207.58433333333,0,0,0,134,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-21,Electronics,64134.7,68,662.16,3,8,Thursday,3,34,21,2025,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,54099.46,54255.95,41432.07,59998.83571428572,55964.33866666666,0,0,0,133,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-22,Electronics,57533.57,50,1281.48,4,8,Friday,3,34,22,2025,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,42059.87,58512.74,53841.26,62209.364285714284,56087.41566666667,0,0,0,132,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-23,Electronics,73842.02,66,2445.08,5,8,Saturday,3,34,23,2025,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,75367.64,67090.63,44005.64,61991.41857142858,57081.96166666667,0,0,0,131,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-24,Electronics,67137.44,61,1010.31,6,8,Sunday,3,34,24,2025,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,74709.53,73531.24,43762.27,60909.69142857142,57861.134,0,0,0,130,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-25,Electronics,51239.44,47,1076.24,0,8,Monday,3,35,25,2025,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.0,1.0,54386.46,51775.86,59237.11,60460.117142857154,57594.545000000006,0,0,0,129,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-26,Electronics,44860.69,55,931.07,1,8,Tuesday,3,35,26,2025,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,51245.91,55564.78,59972.9,59547.94285714285,57090.80466666667,0,0,0,128,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-27,Electronics,45063.77,42,1727.97,2,8,Wednesday,3,35,27,2025,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,58087.74,51796.39,38599.86,57687.375714285714,57306.26833333333,0,0,0,127,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-28,Electronics,52186.76,64,715.57,3,8,Thursday,3,35,28,2025,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,64134.7,54099.46,44964.12,55980.52714285714,57547.02300000001,0,0,0,126,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-29,Electronics,52527.29,62,1212.01,4,8,Friday,3,35,29,2025,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,57533.57,42059.87,47425.1,55265.34428571428,57717.096,0,0,0,125,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-30,Electronics,86378.89,78,1608.06,5,8,Saturday,3,35,30,2025,1,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,73842.02,75367.64,49167.8,57056.32571428572,58957.46566666666,0,0,0,124,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-08-31,Electronics,73331.7,61,1647.54,6,8,Sunday,3,35,31,2025,1,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,67137.44,74709.53,51369.52,57941.219999999994,59689.53833333333,0,0,0,123,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-01,Electronics,50902.23,50,1193.79,0,9,Monday,3,36,1,2025,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,51239.44,54386.46,74871.63,57893.04714285714,58890.558333333334,0,0,0,122,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-02,Electronics,54574.72,64,2014.72,1,9,Tuesday,3,36,2,2025,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,44860.69,51245.91,78406.8,59280.76571428572,58096.155666666666,0,0,0,121,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-03,Electronics,60728.86,61,2259.85,2,9,Wednesday,3,36,3,2025,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,45063.77,58087.74,44985.21,61518.635714285716,58620.944,0,0,0,120,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-04,Electronics,49799.79,47,1004.2,3,9,Thursday,3,36,4,2025,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,52186.76,64134.7,44253.64,61177.64,58805.81566666667,0,0,0,119,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-05,Electronics,57897.03,63,2133.72,4,9,Friday,3,36,5,2025,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,52527.29,57533.57,57448.4,61944.74571428572,58820.770000000004,0,0,0,118,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-06,Electronics,78097.76,67,1108.15,5,9,Saturday,3,36,6,2025,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,86378.89,73842.02,54255.95,60761.72714285714,59615.497,0,0,0,117,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-07,Electronics,70268.56,64,1848.95,6,9,Sunday,3,36,7,2025,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,73331.7,67137.44,58512.74,60324.13571428571,60007.35766666666,0,0,0,116,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-08,Electronics,52328.45,50,1247.7,0,9,Monday,3,37,8,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,50902.23,51239.44,67090.63,60527.881428571425,59515.284999999996,0,0,0,115,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-09,Electronics,51177.3,43,1773.89,1,9,Tuesday,3,37,9,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,54574.72,44860.69,73531.24,60042.53571428572,58770.153666666665,0,0,0,114,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-10,Electronics,57272.45,48,1573.46,2,9,Wednesday,3,37,10,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,60728.86,45063.77,51775.86,59548.76285714285,58953.37333333333,0,0,0,113,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-11,Electronics,55139.49,60,1351.0,3,9,Thursday,3,37,11,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,49799.79,52186.76,55564.78,60311.57714285714,58939.197,0,0,0,112,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-12,Electronics,59957.83,62,827.97,4,9,Friday,3,37,12,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,57897.03,52527.29,51796.39,60605.97714285714,59211.244999999995,0,0,0,111,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-13,Electronics,75143.87,65,2131.78,5,9,Saturday,3,37,13,2025,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,78097.76,86378.89,54099.46,60183.99285714285,59912.725333333336,0,0,0,110,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-14,Electronics,71558.76,65,1415.64,6,9,Sunday,3,37,14,2025,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,70268.56,73331.7,42059.87,60368.30714285715,60896.021666666675,0,0,0,109,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-15,Electronics,55057.56,49,1474.18,0,9,Monday,3,38,15,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,52328.45,50902.23,75367.64,60758.18,60219.01899999999,0,0,0,108,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-16,Electronics,56552.03,67,1351.96,1,9,Tuesday,3,38,16,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,51177.3,54574.72,74709.53,61525.998571428565,59613.76899999999,0,0,0,107,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-17,Electronics,44059.28,41,968.42,2,9,Wednesday,3,38,17,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,57272.45,60728.86,54386.46,59638.40285714286,59269.52966666666,0,0,0,106,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-18,Electronics,50080.98,53,974.82,3,9,Thursday,3,38,18,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,55139.49,49799.79,51245.91,58915.758571428574,59230.69866666666,0,0,0,105,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-19,Electronics,49014.54,41,1671.1,4,9,Friday,3,38,19,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,59957.83,57897.03,58087.74,57352.43142857143,58928.25866666667,0,0,0,104,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-20,Electronics,92090.07,89,729.74,5,9,Saturday,3,38,20,2025,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,75143.87,78097.76,64134.7,59773.31714285714,59860.10433333334,0,0,0,103,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-21,Electronics,68703.6,83,708.09,6,9,Sunday,3,38,21,2025,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,71558.76,70268.56,57533.57,59365.43714285714,60232.43866666666,0,0,0,102,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-22,Electronics,50202.85,42,2302.17,0,9,Monday,3,39,22,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,55057.56,52328.45,73842.02,58671.90714285714,59444.46633333333,0,0,0,101,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-23,Electronics,57821.86,69,1455.99,1,9,Tuesday,3,39,23,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,56552.03,51177.3,67137.44,58853.31142857143,59133.94700000001,0,0,0,100,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-24,Electronics,45520.79,44,1595.73,2,9,Wednesday,3,39,24,2025,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,44059.28,57272.45,51239.44,59062.09857142857,58943.325333333334,0,0,0,99,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-25,Electronics,54959.59,66,2099.53,3,9,Thursday,3,39,25,2025,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,50080.98,55139.49,44860.69,59759.042857142864,59279.95533333333,0,0,0,98,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-26,Electronics,59836.22,52,2432.38,4,9,Friday,3,39,26,2025,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,49014.54,59957.83,45063.77,61304.99714285714,59772.37033333333,0,0,0,97,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-27,Electronics,76031.92,66,1927.11,5,9,Saturday,3,39,27,2025,1,1,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,92090.07,75143.87,52186.76,59010.97571428572,60567.208999999995,0,0,0,96,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-28,Electronics,80577.48,93,1873.22,6,9,Sunday,3,39,28,2025,1,1,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,68703.6,71558.76,52527.29,60707.24428571428,61502.21533333333,0,0,0,95,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-29,Electronics,59066.73,61,942.5,0,9,Monday,3,40,29,2025,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,50202.85,55057.56,86378.89,61973.51285714286,60591.810000000005,0,0,0,94,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-09-30,Electronics,52330.47,61,1564.61,1,9,Tuesday,3,40,30,2025,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,57821.86,56552.03,73331.7,61189.028571428564,59891.769,0,0,0,93,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-01,Electronics,66238.62,66,893.08,2,10,Wednesday,4,40,1,2025,0,0,1,1,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,45520.79,44059.28,50902.23,64148.71857142857,60402.981999999996,0,0,0,92,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-02,Electronics,57472.47,50,1967.21,3,10,Thursday,4,40,2,2025,0,0,1,1,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,54959.59,50080.98,54574.72,64507.70142857143,60499.57366666666,0,0,0,91,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-03,Electronics,64008.3,61,2317.55,4,10,Friday,4,40,3,2025,0,0,1,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,59836.22,49014.54,60728.86,65103.712857142855,60608.88833333333,0,0,0,90,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-04,Electronics,104368.97,97,1395.46,5,10,Saturday,4,40,4,2025,1,0,1,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,76031.92,92090.07,49799.79,69151.86285714286,62427.861,0,0,0,89,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-05,Electronics,78873.69,72,2375.16,6,10,Sunday,4,40,5,2025,1,0,1,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,80577.48,68703.6,57897.03,68908.46428571429,63127.083,0,0,0,88,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-06,Electronics,69080.95,78,2178.99,0,10,Monday,4,41,6,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,59066.73,50202.85,78097.76,70339.06714285714,62826.522666666664,0,0,0,87,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-07,Electronics,67166.12,63,1310.53,1,10,Tuesday,4,41,7,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,52330.47,57821.86,70268.56,72458.44571428571,62723.108,0,0,0,86,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-08,Electronics,70824.05,81,861.44,2,10,Wednesday,4,41,8,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,66238.62,45520.79,52328.45,73113.50714285715,63339.628000000004,0,0,0,85,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-09,Electronics,63293.8,78,2321.13,3,10,Thursday,4,41,9,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,57472.47,54959.59,51177.3,73945.12571428572,63743.511333333336,0,0,0,84,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-10,Electronics,63647.46,67,1051.52,4,10,Friday,4,41,10,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,64008.3,59836.22,57272.45,73893.57714285715,63956.01166666667,0,0,0,83,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-11,Electronics,92974.14,88,1733.8,5,10,Saturday,4,41,11,2025,1,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,104368.97,76031.92,55139.49,72265.74428571427,65217.166666666664,0,0,0,82,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-12,Electronics,87592.07,94,1684.26,6,10,Sunday,4,41,12,2025,1,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,78873.69,80577.48,59957.83,73511.22714285714,66138.308,0,0,0,81,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-13,Electronics,66305.61,62,1652.89,0,10,Monday,4,42,13,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,69080.95,59066.73,75143.87,73114.75000000001,65843.69933333334,0,0,0,80,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-14,Electronics,79613.27,95,1255.12,1,10,Tuesday,4,42,14,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,67166.12,52330.47,71558.76,74892.91428571429,66112.183,0,0,0,79,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-15,Electronics,84556.79,78,1243.24,2,10,Wednesday,4,42,15,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,70824.05,66238.62,55057.56,76854.7342857143,67095.49066666668,0,0,0,78,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-16,Electronics,79965.27,96,1960.49,3,10,Thursday,4,42,16,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,63293.8,57472.47,56552.03,79236.37285714285,67875.932,0,0,0,77,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-17,Electronics,73038.25,68,1356.63,4,10,Friday,4,42,17,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,63647.46,64008.3,44059.28,80577.91428571429,68841.89766666667,0,0,0,76,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-18,Electronics,97036.37,85,1230.66,5,10,Saturday,4,42,18,2025,1,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,92974.14,104368.97,50080.98,81158.23285714285,70407.07733333335,0,0,0,75,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-19,Electronics,94484.54,105,1542.79,6,10,Sunday,4,42,19,2025,1,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,87592.07,78873.69,49014.54,82142.87142857142,71922.74399999999,0,0,0,74,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-20,Electronics,67813.45,76,1636.4,0,10,Monday,4,43,20,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,66305.61,69080.95,92090.07,82358.27714285713,71113.52333333335,0,0,0,73,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-21,Electronics,65422.5,56,1443.43,1,10,Tuesday,4,43,21,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,79613.27,67166.12,68703.6,80331.02428571427,71004.15333333334,0,0,0,72,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-22,Electronics,69383.4,61,1371.8,2,10,Wednesday,4,43,22,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,84556.79,70824.05,50202.85,78163.39714285715,71643.50499999999,0,0,0,71,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-23,Electronics,74747.01,72,666.12,3,10,Thursday,4,43,23,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,79965.27,63293.8,57821.86,77417.93142857142,72207.67666666667,0,0,0,70,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-24,Electronics,57218.49,49,1454.85,4,10,Friday,4,43,24,2025,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,73038.25,63647.46,45520.79,75157.9657142857,72597.6,0,0,0,69,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-25,Electronics,86065.74,91,1074.26,5,10,Saturday,4,43,25,2025,1,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,97036.37,92974.14,54959.59,73590.73285714285,73634.47166666666,0,0,0,68,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-26,Electronics,86550.03,92,1937.67,6,10,Sunday,4,43,26,2025,1,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,94484.54,87592.07,59836.22,72457.23142857142,74524.932,0,0,0,67,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-27,Electronics,58857.95,57,928.05,0,10,Monday,4,44,27,2025,0,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,67813.45,66305.61,76031.92,71177.87428571428,73952.46633333333,0,0,0,66,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-28,Electronics,60276.93,55,1151.69,1,10,Tuesday,4,44,28,2025,0,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,65422.5,79613.27,80577.48,70442.79285714285,73275.78133333333,0,0,0,65,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-29,Electronics,65871.66,76,2471.75,2,10,Wednesday,4,44,29,2025,0,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,69383.4,84556.79,59066.73,69941.11571428571,73502.61233333334,0,0,0,64,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-30,Electronics,75041.75,69,846.57,3,10,Thursday,4,44,30,2025,0,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,74747.01,79965.27,52330.47,69983.22142857143,74259.65500000001,0,0,0,63,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-10-31,Electronics,71838.38,65,740.13,4,10,Friday,4,44,31,2025,0,1,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,57218.49,73038.25,66238.62,72071.77714285714,74446.31366666667,0,0,0,62,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-01,Electronics,104248.07,94,945.73,5,11,Saturday,4,44,1,2025,1,0,1,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,86065.74,97036.37,57472.47,74669.25285714286,76005.50033333333,0,0,0,61,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-02,Electronics,92292.35,79,1028.39,6,11,Sunday,4,44,2,2025,1,0,1,1,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,86550.03,94484.54,64008.3,75489.58428571429,76948.302,0,0,0,60,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-03,Electronics,54745.6,57,1767.41,0,11,Monday,4,45,3,2025,0,0,1,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,58857.95,67813.45,104368.97,74902.10571428572,75294.18966666666,0,0,0,59,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-04,Electronics,72804.15,65,1241.48,1,11,Tuesday,4,45,4,2025,0,0,1,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,60276.93,65422.5,78873.69,76691.70857142858,75091.87166666666,0,0,0,58,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-05,Electronics,59681.04,50,1687.06,2,11,Wednesday,4,45,5,2025,0,0,1,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,65871.66,69383.4,69080.95,75807.33428571429,74778.54133333334,0,0,0,57,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-06,Electronics,68906.58,59,1371.58,3,11,Thursday,4,45,6,2025,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,75041.75,74747.01,67166.12,74930.88142857143,74836.55666666667,0,0,0,56,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-07,Electronics,65602.57,75,1193.91,4,11,Friday,4,45,7,2025,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,71838.38,57218.49,70824.05,74040.05142857143,74662.50733333333,0,0,0,55,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-08,Electronics,103876.63,107,1059.3,5,11,Saturday,4,45,8,2025,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,104248.07,86065.74,63293.8,73986.98857142858,76015.26833333333,0,0,0,54,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-09,Electronics,94710.64,93,1071.71,6,11,Sunday,4,45,9,2025,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,92292.35,86550.03,63647.46,74332.45857142858,77050.70766666667,0,0,0,53,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-10,Electronics,76392.41,73,1547.64,0,11,Monday,4,46,10,2025,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,54745.6,58857.95,92974.14,77424.86,76497.98333333334,0,0,0,52,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-11,Electronics,68835.9,70,692.45,1,11,Tuesday,4,46,11,2025,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,72804.15,60276.93,87592.07,76857.96714285715,75872.77766666668,0,0,0,51,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-12,Electronics,71029.14,75,1982.27,2,11,Wednesday,4,46,12,2025,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,59681.04,65871.66,66305.61,78479.12428571428,76030.22866666668,0,0,0,50,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-11-13,Electronics,70445.18,84,1334.06,3,11,Thursday,4,46,13,2025,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,68906.58,75041.75,79613.27,78698.92428571428,75724.62566666667,0,0,0,49,None,0.0,,,0.0,0.0,0.0,,warm,,
